Date, Close/Last, Volume, Open, High, Low
04/18/2019, $123.37, 27651970, $122.19, $123.52, $121.3018
04/17/2019, $121.77, 19012080, $121.24, $121.85, $120.54
04/16/2019, $120.77, 14054870, $121.64, $121.65, $120.1
04/15/2019, $121.05, 15526260, $120.94, $121.58, $120.57
04/12/2019, $120.95, 19719730, $120.64, $120.98, $120.37
04/11/2019, $120.33, 13758010, $120.54, $120.85, $119.92
04/10/2019, $120.19, 14540330, $119.76, $120.35, $119.54
04/09/2019, $119.28, 17275470, $118.63, $119.54, $118.58
04/08/2019, $119.93, 15113170, $119.81, $120.02, $118.64
04/05/2019, $119.89, 15737990, $119.39, $120.23, $119.37
04/04/2019, $119.36, 20090610, $120.1, $120.23, $118.38
04/03/2019, $119.97, 22354020, $119.86, $120.43, $119.15
04/02/2019, $119.19, 16413430, $119.06, $119.48, $118.52
04/01/2019, $119.02, 19885780, $118.95, $119.1085, $118.1
