Date, Close/Last, Volume, Open, High, Low
11/07/2019, $110.59, 3494344, $111.62, $111.86, $110.34
11/06/2019, $110.51, 3234351, $109.89, $110.6, $109.34
11/05/2019, $110.06, 3292404, $108.97, $110.4174, $108.83
11/04/2019, $108.77, 3195552, $108.5, $109.16, $108.21
11/01/2019, $107.82, 3103957, $108.06, $108.365, $107.43
10/31/2019, $106.91, 6467414, $107.65, $107.93, $105.91
10/30/2019, $107.93, 3567766, $108.02, $108.77, $107.22
10/29/2019, $108.15, 3004663, $109.26, $109.58, $107.93
10/28/2019, $109.72, 4448182, $109.17, $110.48, $109.02
10/25/2019, $109.02, 5659681, $109.92, $109.99, $108.53
10/24/2019, $110.25, 4123113, $111.83, $112, $110.015
10/23/2019, $111.36, 5195246, $113.19, $113.19, $110.72
10/22/2019, $113.19, 3514918, $113.95, $114.83, $113.06
10/21/2019, $113.68, 3037744, $113.32, $113.81, $112.74
10/18/2019, $112.81, 3887830, $112.86, $113.74, $112.3989
10/17/2019, $113.23, 4116051, $112.41, $113.71, $112.34
10/16/2019, $112.19, 2340192, $111.79, $112.21, $111.18
10/15/2019, $111.89, 2718702, $111.56, $112.3, $111.34
10/14/2019, $111.15, 2422523, $111.85, $112.23, $110.95
10/11/2019, $111.83, 4584153, $111.85, $112.94, $111.21
10/10/2019, $110.57, 3710702, $109.56, $110.59, $109.09
10/09/2019, $110.36, 5872646, $109.92, $111.245, $109.5317
10/08/2019, $108.52, 4814347, $107.93, $110.03, $107.04
10/07/2019, $107.95, 3871563, $108.66, $108.85, $107.14
10/04/2019, $109.1, 4129358, $106.77, $109.265, $106.54
10/03/2019, $106.62, 4291835, $105.23, $106.7, $104.39
10/02/2019, $105.16, 5825614, $104.9, $105.96, $104.01
10/01/2019, $105.94, 3572222, $107.33, $108.14, $105.856
09/30/2019, $106.91, 3653098, $106.67, $107.39, $106.42
09/27/2019, $106.12, 3188604, $105.95, $106.81, $105.53
09/26/2019, $106.29, 5363565, $106.9, $107.4, $104.68
09/25/2019, $106.8, 3957193, $107.07, $108.13, $106.62
09/24/2019, $107.45, 5414587, $110.2, $110.2, $107.08
09/23/2019, $108.78, 5624547, $107.42, $110.41, $107.21
09/20/2019, $106.67, 4270628, $108.31, $108.55, $106.6
09/19/2019, $107.87, 2948773, $108.55, $108.74, $106.88
09/18/2019, $106.97, 2968900, $107.12, $107.69, $106.01
09/17/2019, $107.28, 4334260, $106.63, $107.46, $106.18
09/16/2019, $106.96, 4642534, $107.25, $107.94, $106.3
09/13/2019, $107.99, 2508259, $109.07, $109.17, $107.83
09/12/2019, $108.94, 3185698, $109.43, $109.72, $108.55
09/11/2019, $108.97, 3704747, $108.7, $109.51, $107.8939
09/10/2019, $108.83, 3949186, $107.41, $108.83, $106.84
09/09/2019, $107.95, 5005905, $109.6, $110.27, $107.52
09/06/2019, $109.85, 5274350, $108.95, $110.94, $108.8
09/05/2019, $108.54, 4145498, $109.24, $109.4, $108.22
09/04/2019, $107.36, 3963715, $107, $107.915, $106.81
09/03/2019, $106.71, 3992082, $106.77, $107.48, $106.01
08/30/2019, $107.04, 5311259, $108.5, $109.33, $106.83
08/29/2019, $107.93, 5197763, $107.99, $108.55, $106.93
08/28/2019, $106.4, 6641747, $104.67, $106.72, $104.5
08/27/2019, $104.7, 5320181, $105.01, $105.1, $104.2636
08/26/2019, $104.77, 5584212, $104.91, $105.735, $103.77
08/23/2019, $103.49, 8998636, $104.77, $105.94, $103.25
08/22/2019, $106.32, 17113270, $105.39, $106.52, $103.38
08/21/2019, $103, 41478390, $99.87, $103.38, $98.13
08/20/2019, $85.53, 8826659, $86.23, $87.12, $85.53
08/19/2019, $86.58, 7353752, $86.5, $86.88, $85.71
08/16/2019, $84.21, 4861051, $83.3, $84.46, $83.17
08/15/2019, $82.56, 5388999, $83.36, $84.05, $82.01
08/14/2019, $81.89, 7011543, $81.86, $83.22, $81.15
08/13/2019, $84.24, 8434160, $81.6, $86.64, $81.21
08/12/2019, $82.03, 5194155, $81.32, $82.155, $81.05
08/09/2019, $82.41, 4966336, $83.5, $84.3661, $82.05
08/08/2019, $83.8, 4464131, $83.73, $84.62, $82.98
08/07/2019, $83.01, 4762106, $81.94, $83.25, $81.13
08/06/2019, $82.77, 5546338, $81.16, $83.21, $80.77
08/05/2019, $80.79, 7255558, $81.3, $81.57, $80.0335
08/02/2019, $81.52, 5134530, $82.53, $82.73, $81.45
08/01/2019, $82.62, 7100520, $86.19, $87.035, $81.03
07/31/2019, $86.4, 4470584, $86.83, $87.51, $85.83
07/30/2019, $86.88, 2733350, $87.27, $87.29, $86.22
07/29/2019, $87.23, 3328773, $87.16, $87.46, $86.66
07/26/2019, $87.06, 5315911, $87.84, $87.84, $86.37
07/25/2019, $87.97, 3603774, $88.82, $89.03, $87.4233
07/24/2019, $89.09, 3204702, $88.02, $89.51, $87.715
07/23/2019, $88.54, 4304000, $87.75, $88.56, $86.69
07/22/2019, $87.22, 2850151, $88.25, $88.6435, $86.88
07/19/2019, $88.01, 3420371, $88.84, $89.1389, $88
07/18/2019, $88.5, 3847940, $87.51, $88.52, $87.03
07/17/2019, $87.86, 3671093, $88.05, $88.12, $87.21
07/16/2019, $88.31, 5276853, $87.42, $88.82, $87.1
07/15/2019, $86.8, 3174192, $87.55, $88.21, $86.45
07/12/2019, $87.53, 4731964, $87.05, $88.88, $86.73
07/11/2019, $86.47, 5307719, $86.4, $87.22, $86.0649
07/10/2019, $85.85, 5638365, $87.85, $88, $85.68
07/09/2019, $87.8, 3986931, $88.47, $89.4, $87.8
07/08/2019, $88.91, 4734354, $88.55, $89.41, $87.95
07/05/2019, $88.64, 2032015, $87.75, $88.78, $87.44
07/03/2019, $87.9, 1532928, $87.5, $87.98, $87.42
07/02/2019, $87.04, 2323557, $86.91, $87.05, $86.24
07/01/2019, $86.94, 4782646, $87.55, $88.84, $86.01
06/28/2019, $86.61, 5284127, $85.8, $87.13, $85.75
06/27/2019, $85.87, 2941572, $85.61, $86.19, $85.29
06/26/2019, $85.59, 2978108, $86.06, $86.6, $85.53
06/25/2019, $85.7, 5061283, $87.14, $87.25, $85.56
06/24/2019, $86.72, 3059146, $87.46, $87.99, $86.45
06/21/2019, $87.6, 7847595, $86.36, $88.595, $86.06
06/20/2019, $86.21, 3814787, $86.66, $86.69, $85.48
06/19/2019, $86.16, 4088441, $86.54, $86.75, $85.63
06/18/2019, $86.47, 4389069, $87.51, $87.61, $86.275
06/17/2019, $87.14, 4194469, $87.46, $87.6, $86.28
06/14/2019, $87.79, 4300938, $88.33, $88.73, $87.27
06/13/2019, $88.3, 3200281, $88.46, $89.15, $87.97
06/12/2019, $88.26, 3650884, $87.91, $88.39, $87.59
06/11/2019, $87.85, 4285057, $88, $88.64, $87.6285
06/10/2019, $87.55, 3019654, $87.34, $87.98, $87.15
06/07/2019, $86.85, 5214068, $86.26, $87.43, $86.05
06/06/2019, $85.7, 4558385, $85.48, $86.04, $84.7
06/05/2019, $85.49, 6744509, $86.38, $87.41, $85.1345
06/04/2019, $85.85, 7952659, $83.35, $85.96, $83.25
06/03/2019, $82.95, 7071913, $80.6, $83.76, $80.56
05/31/2019, $80.45, 4137102, $79.79, $80.59, $79.41
05/30/2019, $80.39, 3996929, $80.01, $80.785, $79.9
05/29/2019, $79.64, 5772554, $80.03, $80.19, $79.13
05/28/2019, $80.77, 6522741, $81.78, $82.25, $80.69
05/24/2019, $81.57, 7851656, $79.6, $81.66, $79.58
05/23/2019, $79.4, 11619580, $77.81, $79.59, $76.82
05/22/2019, $77.56, 20777820, $77.01, $79.19, $76.8
05/21/2019, $71.96, 7705858, $71.26, $72.95, $70.71
05/20/2019, $72.08, 5750408, $71.42, $72.32, $71.1
05/17/2019, $70.89, 3891424, $70.14, $71.59, $70.091
05/16/2019, $70.78, 4476182, $71.49, $71.94, $70.615
05/15/2019, $70.81, 5578927, $70.94, $71.22, $70.26
05/14/2019, $71.26, 8063079, $70.97, $71.77, $70.03
05/13/2019, $71.68, 6055173, $73.29, $73.53, $71.37
05/10/2019, $74.64, 5200440, $74.66, $75.09, $73.33
05/09/2019, $75.11, 4549265, $74.95, $75.56, $74.23
05/08/2019, $75.41, 3997698, $75.12, $75.78, $74.2965
05/07/2019, $75.04, 4437172, $75.45, $75.82, $74.47
05/06/2019, $75.98, 4008671, $75, $76.15, $74.75
05/03/2019, $75.94, 5774738, $75.97, $77, $75.32
05/02/2019, $76.42, 4456263, $76.08, $77, $75.74
05/01/2019, $75.67, 5463155, $77.8, $78.04, $75.62
04/30/2019, $77.42, 5337945, $78.06, $78.14, $77.01
04/29/2019, $77.8, 9091970, $78.42, $78.48, $76.97
04/26/2019, $77.12, 12345780, $77.12, $78.36, $74.73
04/25/2019, $81.74, 3783658, $82.79, $82.79, $81.65
04/24/2019, $82.88, 2658767, $81.67, $83.34, $81.67
04/23/2019, $82.16, 6238418, $81.64, $82.26, $80.29
04/22/2019, $82.02, 3331202, $83.16, $83.65, $81.93
04/18/2019, $83.26, 3162684, $82.76, $83.48, $82.44
04/17/2019, $82.68, 3044352, $82.4, $83.4, $82.3
04/16/2019, $81.97, 2663614, $82.39, $82.46, $81.65
04/15/2019, $81.98, 3305930, $80.84, $82.13, $80.69
04/12/2019, $80.73, 3517208, $81, $81.5, $80.44
04/11/2019, $80.45, 2627838, $80.7, $81.08, $80.14
04/10/2019, $80.75, 2257324, $80.93, $81.41, $80.24
04/09/2019, $80.66, 4863754, $81.18, $81.38, $80.37
04/08/2019, $81.93, 4608999, $80.91, $82.23, $80.86
04/05/2019, $80.94, 4234620, $81.06, $81.575, $80.6
04/04/2019, $81.38, 4395459, $79.18, $81.56, $79.16
04/03/2019, $79.31, 3251734, $79.74, $79.8621, $79.19
04/02/2019, $79.46, 2905751, $79.6, $80.26, $79.36
04/01/2019, $79.97, 4679800, $80.61, $80.61, $79.3
